delay_hours,delay_temp_f,shelf_life_days,consumption_pct,lettuce_type_encoded,organic,month,seasonal_price_index,transit_distance_km,pre_delay_consumption_pct,loss_rate
163.99,49.5,3.2,392.13,1,0,6,0.9812,2459.8,1.06,1.0
166.0,48.0,3.81,304.55,1,0,6,0.9812,1745.2,12.28,1.0
82.77,44.5,5.23,57.03,1,0,6,0.9812,5969.8,9.77,0.187276
33.02,53.1,2.39,38.15,1,0,6,0.9812,6830.3,1.14,0.106989
48.57,31.2,14.0,11.4,1,0,6,0.9812,1581.1,8.32,0.098276
11.87,35.7,12.34,17.48,1,0,6,0.9812,5539.5,17.17,0.076042
7.23,44.1,5.47,19.96,1,0,6,0.9812,2603.7,19.42,0.090911
90.52,57.9,2.0,322.37,1,0,6,0.9812,506.0,9.09,1.0
97.95,31.2,14.0,11.81,1,0,6,0.9812,5359.8,0.94,0.081336
146.74,32.0,14.0,26.4,1,0,6,0.9812,3449.8,3.88,0.094706
130.07,52.2,2.56,409.24,1,0,6,0.9812,3059.7,24.77,1.0
57.11,37.4,9.73,32.36,1,0,6,0.9812,7474.0,24.43,0.07558
40.07,45.6,4.75,17.17,1,0,6,0.9812,5832.0,1.94,0.098398
115.53,33.1,14.0,27.94,1,0,6,0.9812,6338.6,13.3,0.072325
91.12,33.4,14.0,15.3,1,0,6,0.9812,6793.5,5.75,0.090717
145.38,39.1,8.41,62.98,1,0,6,0.9812,1703.1,7.61,0.236965
18.06,34.1,13.89,8.99,1,0,6,0.9812,2870.0,8.46,0.116322
143.09,47.2,4.13,194.11,1,0,6,0.9812,1441.0,0.71,1.0
142.31,53.5,2.3,554.46,1,0,6,0.9812,5934.6,6.52,1.0
166.17,32.6,14.0,30.58,1,0,6,0.9812,6167.2,2.42,0.096416
8.96,41.8,6.59,16.75,1,0,6,0.9812,2658.4,16.18,0.07
120.63,32.7,14.0,35.22,1,0,6,0.9812,333.6,19.4,0.135257
164.76,43.1,5.93,147.02,1,0,6,0.9812,1511.6,17.02,1.0
137.03,45.1,4.97,141.14,1,0,6,0.9812,5204.0,12.85,1.0
29.19,44.4,5.3,28.13,1,0,6,0.9812,3004.1,21.07,0.085273
18.22,31.5,14.0,17.48,1,0,6,0.9812,699.2,16.95,0.109736
26.36,45.5,4.8,24.12,1,0,6,0.9812,5769.1,17.1,0.116551
73.7,33.1,14.0,19.67,1,0,6,0.9812,6536.3,13.16,0.08849
39.82,39.2,8.33,20.83,1,0,6,0.9812,3165.2,15.36,0.102207
129.18,37.3,9.79,39.13,1,0,6,0.9812,1448.5,5.07,0.092363
93.44,55.7,2.0,334.4,1,0,6,0.9812,891.0,2.7,0.97846
53.16,42.4,6.3,25.02,1,0,6,0.9812,2834.6,9.8,0.08924
135.32,52.7,2.47,446.09,1,0,6,0.9812,350.9,3.73,1.0
123.01,47.8,3.86,184.37,1,0,6,0.9812,5070.9,17.92,1.0
46.3,32.5,14.0,20.57,1,0,6,0.9812,3269.0,17.75,0.097555
47.36,33.6,14.0,13.41,1,0,6,0.9812,7490.6,10.47,0.081341
144.95,54.6,2.08,693.5,1,0,6,0.9812,4619.2,13.68,1.0
159.84,36.8,10.3,46.21,1,0,6,0.9812,3144.7,0.62,0.082774
159.51,40.7,7.19,105.98,1,0,6,0.9812,6269.2,19.16,0.899881
24.74,58.9,2.0,45.25,1,0,6,0.9812,4750.7,14.91,0.117374
133.68,51.2,2.76,374.87,1,0,6,0.9812,844.9,19.96,1.0
77.42,31.0,14.0,26.75,1,0,6,0.9812,1717.5,19.63,0.07
6.38,38.9,8.61,23.65,1,0,6,0.9812,5972.2,23.46,0.103721
96.24,32.7,14.0,35.51,1,0,6,0.9812,3790.5,24.97,0.083649
150.05,56.9,2.0,797.36,1,0,6,0.9812,1125.5,19.38,1.0
154.44,57.0,2.0,832.94,1,0,6,0.9812,5315.9,13.43,1.0
53.97,37.8,9.42,18.98,1,0,6,0.9812,4077.9,11.4,0.115387
88.12,37.8,9.38,35.02,1,0,6,0.9812,4449.8,16.55,0.105105
127.02,35.1,12.92,24.55,1,0,6,0.9812,951.9,4.49,0.104484
142.17,46.7,4.33,195.13,1,0,6,0.9812,3442.1,19.05,1.0
51.63,59.2,2.0,128.76,1,0,6,0.9812,4279.7,14.73,0.989043
110.15,41.9,6.53,77.28,1,0,6,0.9812,7343.4,24.33,0.468243
147.87,33.0,14.0,34.25,1,0,6,0.9812,4742.7,11.43,0.11064
6.59,57.1,2.0,25.49,1,0,6,0.9812,7210.1,22.68,0.084749
160.56,33.2,14.0,38.61,1,0,6,0.9812,4395.6,12.14,0.082184
25.52,56.6,2.0,46.89,1,0,6,0.9812,1049.5,14.82,0.102143
35.51,48.7,3.5,42.02,1,0,6,0.9812,7415.6,20.84,0.08508
114.78,52.7,2.46,342.29,1,0,6,0.9812,6302.7,11.81,1.0
116.92,34.1,13.92,15.68,1,0,6,0.9812,5857.5,0.57,0.091631
142.38,53.6,2.27,564.14,1,0,6,0.9812,6239.1,0.59,1.0
134.41,47.0,4.2,175.17,1,0,6,0.9812,2581.1,7.4,1.0
11.75,46.3,4.49,16.04,1,0,6,0.9812,1119.7,14.19,0.07
26.26,43.0,6.01,16.11,1,0,6,0.9812,6596.1,11.45,0.131989
57.58,48.9,3.44,54.46,1,0,6,0.9812,4660.5,2.27,0.167258
61.54,39.6,8.05,20.01,1,0,6,0.9812,3370.6,7.26,0.07
58.38,53.2,2.36,127.55,1,0,6,0.9812,3851.2,21.82,0.998119
89.89,55.6,2.0,315.66,1,0,6,0.9812,4214.7,6.32,0.995482
91.99,31.3,14.0,23.86,1,0,6,0.9812,6264.3,14.15,0.070071
93.77,45.9,4.63,94.78,1,0,6,0.9812,4666.3,21.19,0.819991
128.44,46.4,4.44,149.06,1,0,6,0.9812,6705.9,8.96,1.0
74.05,40.8,7.12,38.1,1,0,6,0.9812,887.3,15.9,0.090723
32.36,34.1,13.85,18.72,1,0,6,0.9812,1407.0,17.21,0.07
99.67,30.2,14.0,18.0,1,0,6,0.9812,6341.8,6.78,0.118579
12.08,52.7,2.45,19.97,1,0,6,0.9812,2505.4,14.19,0.09
56.59,56.1,2.0,146.99,1,0,6,0.9812,2946.9,12.5,1.0
102.89,32.1,14.0,26.32,1,0,6,0.9812,4498.9,14.44,0.082485
40.69,44.3,5.35,26.67,1,0,6,0.9812,5170.6,14.05,0.109653
23.22,40.4,7.42,21.04,1,0,6,0.9812,525.2,18.48,0.128211
73.72,45.1,4.97,54.2,1,0,6,0.9812,5342.2,12.09,0.187539
154.5,46.2,4.51,213.62,1,0,6,0.9812,584.9,23.83,1.0
88.52,52.2,2.55,195.16,1,0,6,0.9812,3875.1,1.47,1.0
62.99,48.6,3.55,82.33,1,0,6,0.9812,4735.2,24.33,0.550883
7.3,53.7,2.27,18.02,1,0,6,0.9812,6675.2,15.34,0.10677
81.04,55.8,2.0,266.66,1,0,6,0.9812,1840.7,9.97,1.0
115.68,35.7,12.34,28.77,1,0,6,0.9812,2532.0,10.36,0.086068
107.27,32.0,14.0,19.67,1,0,6,0.9812,2589.4,6.86,0.07
134.06,31.2,14.0,36.3,1,0,6,0.9812,6756.8,17.17,0.095611
28.85,40.5,7.37,19.29,1,0,6,0.9812,7127.4,15.47,0.125234
77.74,35.0,12.98,25.4,1,0,6,0.9812,1174.1,17.18,0.102824
148.5,39.0,8.5,81.33,1,0,6,0.9812,3800.4,24.81,0.540965
61.07,31.0,14.0,9.86,1,0,6,0.9812,3845.9,5.22,0.07
21.6,51.3,2.74,35.73,1,0,6,0.9812,5754.9,22.22,0.09669
20.58,40.6,7.3,18.45,1,0,6,0.9812,974.3,16.33,0.07
120.41,34.8,13.21,18.08,1,0,6,0.9812,4680.7,0.57,0.07
167.75,57.7,2.0,973.86,1,0,6,0.9812,1149.4,22.93,1.0
70.36,47.3,4.08,73.3,1,0,7,0.976,4026.5,18.15,0.388998
70.16,46.3,4.47,66.45,1,0,7,0.976,4184.1,19.81,0.283438
7.43,59.6,2.0,5.96,1,0,7,0.976,7429.7,2.48,0.111427
62.72,44.6,5.19,46.93,1,0,7,0.976,2478.2,17.8,0.087519
61.15,42.9,6.05,45.31,1,0,7,0.976,4340.5,24.23,0.105806
53.58,42.6,6.2,27.05,1,0,7,0.976,5564.3,11.17,0.098609
110.73,55.2,2.0,469.38,1,0,7,0.976,827.3,19.14,1.0
160.62,39.3,8.28,74.68,1,0,7,0.976,3246.2,6.57,0.430055
54.95,39.9,7.83,12.51,1,0,7,0.976,6529.8,1.57,0.09899
128.55,50.9,2.82,329.54,1,0,7,0.976,397.0,11.34,1.0
30.99,59.6,2.0,46.77,1,0,7,0.976,7491.7,1.27,0.156436
54.56,50.8,2.84,70.27,1,0,7,0.976,1448.1,3.2,0.350351
155.45,49.3,3.29,351.88,1,0,7,0.976,6136.3,13.32,1.0
148.12,30.5,14.0,29.22,1,0,7,0.976,1593.5,6.33,0.07
44.18,33.0,14.0,6.58,1,0,7,0.976,6369.2,3.99,0.079049
76.83,43.9,5.56,55.34,1,0,7,0.976,5363.0,18.28,0.195372
107.64,53.2,2.36,330.87,1,0,7,0.976,111.9,12.62,0.989364
93.47,44.0,5.49,56.82,1,0,7,0.976,3567.2,2.96,0.18492
73.12,53.0,2.4,165.68,1,0,7,0.976,3104.4,12.19,0.991141
67.91,50.4,2.92,107.06,1,0,7,0.976,4362.9,12.64,0.945914
136.83,50.5,2.9,359.99,1,0,7,0.976,6166.8,23.3,1.0
35.75,38.1,9.15,22.31,1,0,7,0.976,3004.9,18.5,0.114217
6.75,54.4,2.11,15.13,1,0,7,0.976,5698.1,12.49,0.07
48.67,33.3,14.0,15.82,1,0,7,0.976,6150.7,12.73,0.084575
41.46,30.5,14.0,21.12,1,0,7,0.976,3953.2,18.8,0.070652
167.17,47.1,4.17,261.12,1,0,7,0.976,2523.5,9.82,1.0
20.91,44.8,5.1,14.39,1,0,7,0.976,5662.1,10.24,0.086507
151.3,51.1,2.78,438.03,1,0,7,0.976,459.8,1.68,1.0
134.42,40.7,7.22,84.92,1,0,7,0.976,1459.9,21.63,0.627107
68.81,30.6,14.0,16.23,1,0,7,0.976,5569.5,10.47,0.073563
110.68,44.1,5.47,89.33,1,0,7,0.976,247.4,15.9,0.697156
149.7,35.4,12.55,41.58,1,0,7,0.976,3200.1,13.18,0.114702
52.73,45.0,4.99,40.67,1,0,7,0.976,5401.8,17.86,0.112521
67.29,37.2,9.85,14.19,1,0,7,0.976,1867.6,3.77,0.081668
122.08,49.6,3.15,259.36,1,0,7,0.976,2227.6,22.3,1.0
10.32,34.3,13.7,22.38,1,0,7,0.976,1623.9,22.19,0.081331
130.78,36.1,11.9,40.45,1,0,7,0.976,1901.3,15.92,0.092545
88.28,56.7,2.0,321.75,1,0,7,0.976,5791.2,22.29,1.0
46.72,50.7,2.85,65.61,1,0,7,0.976,899.4,15.41,0.288173
23.83,50.0,3.01,34.99,1,0,7,0.976,5328.5,21.43,0.079481
115.43,45.7,4.73,110.33,1,0,7,0.976,5892.0,7.11,0.984591
65.95,59.7,2.0,179.25,1,0,7,0.976,2702.9,2.11,1.0
50.98,33.0,14.0,6.55,1,0,7,0.976,2577.8,3.2,0.107509
11.33,46.9,4.24,24.04,1,0,7,0.976,376.5,22.12,0.070735
154.79,44.8,5.11,166.63,1,0,7,0.976,5780.8,14.82,1.0
127.44,42.9,6.05,103.46,1,0,7,0.976,6905.8,24.39,0.896894
35.35,46.8,4.27,36.44,1,0,7,0.976,4050.2,21.7,0.117472
114.08,41.7,6.66,55.96,1,0,7,0.976,7204.2,1.44,0.214236
4.89,42.5,6.27,13.83,1,0,7,0.976,1201.6,13.62,0.075251
49.55,36.1,11.86,25.66,1,0,7,0.976,3362.6,21.36,0.08104
110.11,34.8,13.2,38.21,1,0,7,0.976,3766.6,23.29,0.076095
158.15,34.1,13.93,33.48,1,0,7,0.976,5526.1,7.48,0.07
145.47,31.6,14.0,41.38,1,0,7,0.976,7428.5,19.22,0.136312
155.06,33.4,14.0,33.86,1,0,7,0.976,6856.2,9.0,0.08657
1.09,33.4,14.0,24.57,1,0,7,0.976,6641.7,24.57,0.091234
161.52,42.2,6.4,118.08,1,0,7,0.976,897.0,8.52,0.992514
167.73,48.8,3.49,364.87,1,0,7,0.976,2583.0,15.6,1.0
33.79,30.6,14.0,20.09,1,0,7,0.976,1948.2,18.49,0.077549
32.48,45.8,4.66,24.5,1,0,7,0.976,5276.9,13.72,0.07
91.77,45.4,4.84,84.18,1,0,7,0.976,1446.5,18.8,0.596931
27.08,43.8,5.62,23.0,1,0,7,0.976,5684.5,17.43,0.119064
119.91,41.5,6.73,62.02,1,0,7,0.976,6721.6,3.55,0.229523
60.22,50.9,2.81,89.47,1,0,7,0.976,6553.7,8.06,0.721418
62.3,39.9,7.8,15.64,1,0,7,0.976,6326.4,1.85,0.090366
10.44,43.3,5.86,4.97,1,0,7,0.976,3085.0,4.04,0.07
8.36,31.3,14.0,21.77,1,0,7,0.976,2948.2,21.64,0.08334
139.93,41.0,6.98,91.1,1,0,7,0.976,5819.5,18.81,0.697202
30.33,38.4,8.98,23.25,1,0,7,0.976,2573.3,20.32,0.073498
92.9,36.0,11.95,25.57,1,0,7,0.976,763.9,12.42,0.099266
133.95,54.7,2.06,625.62,1,0,7,0.976,3386.5,21.64,1.0
74.69,35.0,12.96,16.18,1,0,7,0.976,3010.5,8.5,0.113411
110.36,36.7,10.51,37.48,1,0,7,0.976,2403.7,14.88,0.073866
14.13,50.7,2.87,27.05,1,0,7,0.976,1382.7,21.27,0.07
112.19,46.6,4.35,134.44,1,0,7,0.976,1330.9,20.68,0.996442
76.15,34.6,13.43,10.78,1,0,7,0.976,5981.6,3.34,0.086622
122.34,43.6,5.72,100.21,1,0,7,0.976,1447.3,18.95,0.876835
48.61,50.5,2.91,58.26,1,0,7,0.976,1967.4,6.03,0.215547
103.09,31.9,14.0,26.42,1,0,7,0.976,5517.3,14.49,0.088539
104.76,40.6,7.29,48.98,1,0,7,0.976,4193.4,9.3,0.156407
32.54,49.9,3.04,40.61,1,0,7,0.976,1778.6,17.19,0.125953
56.03,34.7,13.27,7.0,1,0,7,0.976,6801.7,2.62,0.082148
115.03,33.3,14.0,19.22,1,0,7,0.976,3840.7,4.7,0.088984
145.59,42.0,6.48,104.56,1,0,7,0.976,164.9,15.7,0.924191
72.77,42.3,6.33,48.06,1,0,7,0.976,3433.0,21.5,0.124909
98.59,50.1,2.98,201.22,1,0,7,0.976,5417.1,23.44,1.0
34.17,55.7,2.0,70.5,1,0,7,0.976,6237.9,16.26,0.341418
10.57,39.5,8.09,6.74,1,0,7,0.976,5519.8,6.21,0.101094
44.13,58.0,2.0,108.32,1,0,7,0.976,1962.7,22.37,0.978637
90.88,32.8,14.0,29.29,1,0,7,0.976,6260.5,19.79,0.105098
119.55,57.2,2.0,518.93,1,0,7,0.976,1001.4,2.08,1.0
21.01,56.1,2.0,27.01,1,0,7,0.976,4243.9,4.4,0.086691
137.04,54.2,2.17,590.33,1,0,7,0.976,6391.8,19.22,1.0
10.35,51.6,2.68,21.9,1,0,7,0.976,3916.3,18.16,0.07
21.19,57.2,2.0,37.51,1,0,7,0.976,2840.9,14.56,0.07
34.8,41.1,6.97,11.17,1,0,7,0.976,6535.8,5.24,0.076077
96.54,45.6,4.75,91.39,1,0,7,0.976,1356.1,17.3,0.730569
152.47,36.0,12.04,46.32,1,0,7,0.976,5063.5,14.66,0.14632
35.26,55.0,2.0,71.59,1,0,7,0.976,215.5,14.18,0.325732
53.56,56.4,2.0,141.85,1,0,7,0.976,3770.3,20.06,1.0
147.9,51.8,2.64,461.77,1,0,7,0.976,855.9,2.6,1.0
137.31,44.0,5.48,130.52,1,0,7,0.976,3738.9,22.28,1.0
137.74,51.6,2.67,410.92,1,0,7,0.976,809.7,15.53,1.0
97.75,35.0,12.98,20.21,1,0,7,0.976,5815.2,7.8,0.07
14.18,45.7,4.7,4.17,1,0,7,0.976,2334.5,1.78,0.103751
33.35,48.6,3.57,20.45,1,0,7,0.976,805.3,2.19,0.07
157.8,44.4,5.28,167.5,1,0,7,0.976,877.8,19.22,1.0
131.17,57.0,2.0,612.14,1,0,7,0.976,5307.1,1.37,1.0
125.76,47.7,3.91,173.99,1,0,7,0.976,5452.7,4.51,1.0
73.43,43.0,6.02,30.06,1,0,7,0.976,7358.3,0.48,0.096655
117.73,50.4,2.93,272.31,1,0,7,0.976,4727.7,19.36,1.0
39.04,49.0,3.39,42.97,1,0,7,0.976,4803.4,16.36,0.088273
153.6,59.3,2.0,822.59,1,0,7,0.976,5184.4,11.1,1.0
90.25,33.3,14.0,33.79,1,0,7,0.976,2757.3,24.4,0.134434
160.27,56.6,2.0,882.7,1,0,7,0.976,4286.9,6.72,1.0
19.64,55.9,2.0,32.38,1,0,7,0.976,6904.7,12.36,0.106015
61.73,34.7,13.26,11.21,1,0,7,0.976,6897.6,5.99,0.074077
119.48,42.9,6.06,87.72,1,0,7,0.976,6218.0,17.52,0.689286
43.64,51.4,2.72,57.0,1,0,7,0.976,4107.9,8.5,0.163129
55.35,33.4,14.0,21.73,1,0,7,0.976,1643.0,17.84,0.07
140.47,44.5,5.23,141.82,1,0,7,0.976,5968.5,19.53,1.0
142.46,55.5,2.0,727.39,1,0,7,0.976,5109.0,18.74,1.0
50.44,33.1,14.0,22.75,1,0,7,0.976,1460.8,19.46,0.089116
159.11,50.2,2.96,435.37,1,0,7,0.976,6651.1,7.95,1.0
150.22,53.9,2.21,671.13,1,0,7,0.976,7377.8,20.68,1.0
66.9,33.3,14.0,19.75,1,0,7,0.976,6563.3,14.28,0.085185
4.86,31.6,14.0,2.91,1,0,7,0.976,5045.2,2.86,0.104797
125.24,42.6,6.21,93.18,1,0,7,0.976,4245.2,20.03,0.769904
122.57,57.6,2.0,556.11,1,0,7,0.976,2212.7,15.57,1.0
159.8,49.5,3.21,394.56,1,0,7,0.976,6701.3,23.49,1.0
37.41,37.7,9.5,6.42,1,0,7,0.976,297.8,2.55,0.074392
49.52,32.7,14.0,4.55,1,0,7,0.976,1313.0,1.36,0.09935
136.46,57.1,2.0,661.89,1,0,7,0.976,5604.7,6.11,1.0
118.0,52.6,2.48,363.68,1,0,7,0.976,4096.2,20.18,1.0
80.62,54.2,2.17,225.14,1,0,7,0.976,1003.3,5.32,1.0
93.86,58.4,2.0,352.96,1,0,7,0.976,669.8,18.58,1.0
66.32,47.5,4.0,67.18,1,0,7,0.976,6211.3,15.87,0.300672
82.6,38.6,8.82,37.63,1,0,7,0.976,2229.5,19.26,0.10104
40.18,30.8,14.0,14.9,1,0,7,0.976,6250.4,12.72,0.070711
4.01,56.9,2.0,19.58,1,0,7,0.976,4040.9,18.43,0.07
78.22,38.6,8.78,32.9,1,0,7,0.976,2260.7,16.1,0.082886
15.81,41.9,6.54,19.35,1,0,7,0.976,4122.5,17.75,0.102007
166.72,58.1,2.0,957.62,1,0,7,0.976,5742.9,17.15,1.0
5.95,46.0,4.6,10.85,1,0,7,0.976,4994.7,10.32,0.101634
152.32,37.8,9.38,65.83,1,0,7,0.976,3023.0,16.33,0.227484
31.25,55.0,2.0,54.99,1,0,7,0.976,5012.2,8.81,0.151278
130.11,32.1,14.0,24.67,1,0,7,0.976,3229.3,6.54,0.104374
137.21,52.6,2.48,464.8,1,0,7,0.976,6321.9,16.29,1.0
113.91,30.9,14.0,31.39,1,0,7,0.976,6611.4,17.12,0.126925
145.5,53.1,2.37,547.14,1,0,7,0.976,2183.5,6.82,1.0
18.59,30.5,14.0,3.03,1,0,7,0.976,2273.3,2.48,0.087287
134.68,44.5,5.23,128.5,1,0,7,0.976,1931.2,15.05,1.0
84.23,30.2,14.0,27.04,1,0,7,0.976,2428.2,18.75,0.078226
31.6,58.9,2.0,66.58,1,0,7,0.976,6729.9,19.46,0.290463
50.1,34.1,13.87,6.99,1,0,7,0.976,7497.2,3.68,0.078559
52.98,56.4,2.0,131.16,1,0,7,0.976,1125.7,11.74,0.989254
100.95,40.2,7.62,45.12,1,0,7,0.976,5261.8,10.82,0.126161
50.23,46.4,4.45,46.11,1,0,7,0.976,1090.7,20.36,0.121537
61.66,57.5,2.0,164.09,1,0,7,0.976,4776.7,7.12,1.0
135.53,49.1,3.38,254.78,1,0,7,0.976,996.2,2.86,1.0
111.47,31.1,14.0,19.5,1,0,7,0.976,4195.9,5.78,0.091117
23.46,53.2,2.36,38.35,1,0,7,0.976,6081.1,17.88,0.136215
126.93,48.8,3.47,224.68,1,0,7,0.976,5928.7,10.68,1.0
91.03,31.9,14.0,20.35,1,0,7,0.976,3232.4,10.82,0.07
40.06,37.1,9.9,21.58,1,0,7,0.976,1047.4,17.53,0.106004
104.59,47.4,4.05,123.34,1,0,7,0.976,4006.1,9.19,0.958712
27.34,50.1,2.98,42.46,1,0,7,0.976,4207.8,24.7,0.084927
98.17,38.7,8.76,50.03,1,0,7,0.976,4243.9,24.62,0.125064
57.65,39.0,8.53,25.5,1,0,7,0.976,6433.3,15.28,0.101776
136.1,35.3,12.71,24.84,1,0,7,0.976,6814.9,1.46,0.098716
68.37,32.1,14.0,18.01,1,0,7,0.976,5898.5,12.32,0.097546
54.27,40.8,7.13,26.42,1,0,7,0.976,3814.3,13.78,0.098548
128.87,51.9,2.62,379.74,1,0,7,0.976,5695.5,16.94,1.0
145.83,46.7,4.31,203.05,1,0,7,0.976,3930.3,17.53,1.0
157.27,38.9,8.58,62.33,1,0,7,0.976,4602.3,0.82,0.221153
128.66,46.8,4.28,153.3,1,0,7,0.976,5068.7,3.57,1.0
115.05,47.8,3.88,147.41,1,0,7,0.976,4920.7,1.26,1.0
124.63,53.9,2.23,468.7,1,0,7,0.976,3587.4,10.22,1.0
126.85,51.0,2.81,320.86,1,0,7,0.976,6945.8,8.72,1.0
105.86,50.6,2.88,225.59,1,0,7,0.976,7471.9,10.68,1.0
16.54,45.4,4.86,4.8,1,0,7,0.976,1325.3,1.82,0.071107
162.1,58.5,2.0,913.84,1,0,7,0.976,2473.3,19.75,1.0
37.58,33.9,14.0,21.86,1,0,7,0.976,1099.1,19.92,0.099325
64.58,50.8,2.84,100.68,1,0,7,0.976,4063.3,9.87,0.872346
141.15,54.3,2.13,624.9,1,0,7,0.976,261.3,3.51,1.0
126.99,40.1,7.7,65.02,1,0,7,0.976,4844.8,14.07,0.256742
156.43,30.6,14.0,30.91,1,0,7,0.976,109.8,5.65,0.084394
166.91,32.2,14.0,32.36,1,0,7,0.976,6565.0,3.98,0.104633
142.24,53.8,2.25,595.08,1,0,7,0.976,1845.7,22.0,1.0
12.08,40.3,7.56,2.46,1,0,7,0.976,3500.7,1.69,0.110558
166.69,48.6,3.54,356.13,1,0,7,0.976,3011.7,19.75,1.0
56.27,46.0,4.61,37.73,1,0,7,0.976,463.2,8.07,0.130971
16.64,53.9,2.22,19.36,1,0,7,0.976,6756.2,7.03,0.097735
128.58,35.4,12.59,41.42,1,0,7,0.976,3949.4,19.94,0.101605
90.71,55.3,2.0,315.21,1,0,7,0.976,857.0,0.74,1.0
135.92,38.0,9.24,43.61,1,0,7,0.976,2764.4,2.17,0.114947
92.77,38.8,8.67,33.06,1,0,7,0.976,3422.9,9.7,0.076239
116.77,55.9,2.0,495.51,1,0,7,0.976,5750.0,0.11,1.0
143.1,37.1,9.92,42.76,1,0,7,0.976,6598.2,2.75,0.10038
12.2,57.4,2.0,20.09,1,0,7,0.976,1256.7,11.59,0.07
106.19,58.9,2.0,426.43,1,0,7,0.976,4952.9,8.84,1.0
119.58,34.3,13.7,27.92,1,0,7,0.976,4371.1,11.74,0.116605
19.91,46.0,4.61,9.61,1,0,7,0.976,6415.3,5.04,0.073594
44.44,49.8,3.07,47.29,1,0,7,0.976,5805.8,7.08,0.159664
47.93,50.0,3.01,58.22,1,0,7,0.976,1233.3,10.28,0.170917
115.7,43.8,5.6,86.48,1,0,7,0.976,193.3,10.16,0.642598
1.54,31.4,14.0,18.75,1,0,7,0.976,7121.9,18.75,0.086764
157.88,33.4,14.0,27.76,1,0,7,0.976,4300.3,2.08,0.089144
108.59,31.9,14.0,15.35,1,0,7,0.976,2769.7,2.25,0.071027
60.83,44.2,5.42,39.84,1,0,7,0.976,2564.6,14.41,0.07
65.45,43.2,5.88,44.07,1,0,7,0.976,2848.6,19.02,0.131248
23.51,55.7,2.0,45.77,1,0,7,0.976,2517.8,18.1,0.084723
101.77,35.5,12.48,32.11,1,0,7,0.976,5939.9,17.78,0.091596
133.67,43.0,6.0,90.0,1,0,7,0.976,4202.8,2.57,0.726629
85.55,55.4,2.0,296.38,1,0,7,0.976,5803.8,13.38,1.0
59.66,43.4,5.8,25.53,1,0,7,0.976,2663.2,3.79,0.112432
163.16,43.7,5.66,143.56,1,0,7,0.976,7479.8,4.68,1.0
110.31,59.8,2.0,458.51,1,0,7,0.976,4820.4,11.31,1.0
157.77,43.6,5.69,152.97,1,0,7,0.976,5804.2,23.34,1.0
47.4,44.8,5.1,26.95,1,0,7,0.976,7465.9,8.84,0.1296
25.9,54.2,2.16,41.17,1,0,7,0.976,3126.1,12.51,0.129803
108.0,42.3,6.34,67.57,1,0,7,0.976,2471.9,13.66,0.280869
18.21,55.3,2.0,19.55,1,0,7,0.976,3117.2,2.07,0.07
132.72,30.6,14.0,36.36,1,0,7,0.976,4515.1,17.57,0.093648
19.13,59.8,2.0,26.91,1,0,7,0.976,5675.4,7.82,0.088832
56.37,49.5,3.22,63.57,1,0,7,0.976,3459.7,6.78,0.24425
10.65,33.6,14.0,7.68,1,0,7,0.976,3136.2,7.48,0.084954
12.34,43.6,5.68,3.0,1,0,7,0.976,1569.2,1.67,0.092338
138.83,39.1,8.45,59.57,1,0,7,0.976,1061.9,9.0,0.232412
130.82,37.3,9.81,38.41,1,0,7,0.976,1949.8,3.69,0.073416
128.78,47.5,3.99,191.75,1,0,7,0.976,5634.3,21.51,1.0
53.5,57.4,2.0,135.26,1,0,7,0.976,6744.3,13.68,1.0
110.06,46.5,4.41,115.25,1,0,7,0.976,2455.0,8.07,1.0
109.48,58.7,2.0,450.94,1,0,7,0.976,1551.5,9.81,1.0
167.02,50.3,2.93,495.12,1,0,7,0.976,6835.5,20.95,1.0
130.56,31.0,14.0,23.29,1,0,7,0.976,3078.4,5.05,0.091478
17.99,40.8,7.16,20.22,1,0,7,0.976,566.3,18.5,0.091554
70.28,37.0,9.98,12.06,1,0,7,0.976,3906.8,1.05,0.07
156.35,41.3,6.84,104.09,1,0,7,0.976,4404.3,12.57,0.896263
110.75,38.4,8.97,32.26,1,0,7,0.976,949.8,2.04,0.083327
39.65,43.0,5.99,25.53,1,0,7,0.976,268.3,15.69,0.07
147.53,31.4,14.0,30.67,1,0,7,0.976,1674.4,7.94,0.10555
137.18,56.2,2.0,678.35,1,0,7,0.976,341.7,16.31,1.0
95.19,46.4,4.46,100.95,1,0,7,0.976,3807.7,19.9,0.881835
116.02,42.5,6.27,85.06,1,0,7,0.976,2734.1,22.38,0.651972
152.08,50.5,2.91,415.65,1,0,7,0.976,6291.9,9.01,1.0
66.87,31.2,14.0,15.43,1,0,7,0.976,2682.1,9.96,0.074709
25.98,40.3,7.51,24.53,1,0,7,0.976,7011.4,21.46,0.130379
25.51,52.6,2.48,39.75,1,0,7,0.976,3594.6,18.06,0.095276
108.2,37.0,10.03,37.99,1,0,7,0.976,6268.5,14.3,0.103979
103.38,38.8,8.68,52.05,1,0,7,0.976,6463.7,23.74,0.156453
9.38,51.7,2.65,24.62,1,0,7,0.976,817.2,21.44,0.074052
42.27,51.8,2.63,63.4,1,0,7,0.976,2229.4,14.9,0.236031
96.09,42.1,6.47,45.15,1,0,7,0.976,4069.2,2.95,0.114584
147.88,45.6,4.78,164.66,1,0,7,0.976,4623.8,6.43,1.0
